question,answer,disease,reference_url
What are the risks and side effects of chiropractic?,"Chiropractic is generally safe when performed correctly by a registered chiropractor. Some people may experience side effects from treatment, such as aches and pains, stiffness, and tiredness. These side effects are usually mild and pass in a few days. However, there is a risk of more serious problems, such as slipped disc and stroke, from spinal manipulation.",chiropractic,https://www.nhs.uk/conditions/chiropractic/
Do I need to see a GP before making a chiropractic appointment?,"No, you do not need to see a GP before making a chiropractic appointment, but it's best to speak to them for advice first. They can let you know about other treatments that might help and advise you if chiropractic is suitable for you.",chiropractic,https://www.nhs.uk/conditions/chiropractic/
Can chiropractic help with more serious conditions or problems not affecting the muscles or joints?,"There is little evidence that chiropractic can help with more serious conditions or problems not affecting the muscles or joints, such as asthma, allergies, and mental health problems.",chiropractic,https://www.nhs.uk/conditions/chiropractic/
How can I find registered chiropractors in my area?,"You can check the General Chiropractic Council (GCC) register to see if a practitioner is registered and find chiropractors in your area. By law, all chiropractors must be registered with the GCC.",chiropractic,https://www.nhs.uk/conditions/chiropractic/
What is cholera?,Cholera is an infection that can cause severe diarrhoea.,cholera,https://www.nhs.uk/conditions/cholera/
Can I get cholera in the UK?,"No, cholera is not found in the UK.",cholera,https://www.nhs.uk/conditions/cholera/
What are the ways to catch cholera?,"You can catch cholera from drinking unclean water, eating food (particularly shellfish) that's been in unclean water or eating food that's been handled by an infected person.",cholera,https://www.nhs.uk/conditions/cholera/
What is the risk of getting cholera while travelling?,"The risk of getting cholera while travelling is very small, but it mainly found in places without a clean water supply or modern sewage system, such as parts of Africa and Asia.",cholera,https://www.nhs.uk/conditions/cholera/
How can I avoid getting cholera while travelling?,"Good hygiene can help stop you getting ill while travelling in areas where cholera is found. You should wash your hands with soap and water regularly, drink only tap water that's been boiled or bottled water, brush your teeth using bottled or boiled water, avoid eating uncooked fruits and vegetables that you have not washed with bottled or boiled water and prepared yourself, shellfish and seafood, and avoid eating ice cream and having ice in your drinks.",cholera,https://www.nhs.uk/conditions/cholera/
Is there a vaccine for cholera?,"Yes, there is a vaccine for cholera, but most people do not need it.",cholera,https://www.nhs.uk/conditions/cholera/
Who needs the cholera vaccine?,The cholera vaccine is usually only recommended if either you're travelling to an area where cholera is common and you'll be visiting remote places without access to medical care or you're an aid or disaster relief worker going to an area where a cholera outbreak is likely.,cholera,https://www.nhs.uk/conditions/cholera/
How is the cholera vaccine given?,"The cholera vaccine is given as a drink. For adults, 2 doses (given 1 to 6 weeks apart) can provide protection for up to 2 years. You need to have had both doses at least a week before travelling.",cholera,https://www.nhs.uk/conditions/cholera/
How can I get the cholera vaccine?,You may be able to get the cholera vaccine for free on the NHS if you need it. Ask at your GP surgery.,cholera,https://www.nhs.uk/conditions/cholera/
When should I see a doctor if I have been exposed to cholera?,"You should see a doctor if you have been in an area where there is cholera and you have severe watery diarrhoea and vomiting, symptoms of dehydration such as feeling thirsty or dark yellow and strong-smelling pee. Tell the doctor if you have been in an area where cholera is found in the last few weeks, because you may need treatment to stop you becoming dangerously dehydrated.",cholera,https://www.nhs.uk/conditions/cholera/
What is a cholesteatoma?,"A cholesteatoma is an abnormal collection of skin cells deep inside your ear. It can be caused by a collapsed eardrum due to injury or infection, or after any kind of ear surgery. It can also be a rare birth condition.",cholesteatoma,https://www.nhs.uk/conditions/cholesteatoma/
What are the symptoms of cholesteatoma?,"The two most common symptoms of cholesteatomas are a persistent or recurring watery, often smelly, discharge from the ear and gradual loss of hearing in the affected ear. Some people may experience slight discomfort in their ear.",cholesteatoma,https://www.nhs.uk/conditions/cholesteatoma/
What are the complications of an untreated cholesteatoma?,"If left untreated, a cholesteatoma can damage the delicate structures inside your ear that are essential for hearing and balance. It can also lead to an ear infection, hearing loss, vertigo, tinnitus, and damage to your facial nerve. In very rare cases, an infection can spread to the inner ear and brain, leading to a brain abscess or meningitis.",cholesteatoma,https://www.nhs.uk/conditions/cholesteatoma/
How is cholesteatoma diagnosed?,"If you have problems with your hearing or a watery discharge from your ear, see a GP. They may examine your ear with an otoscope, but if they think you have a cholesteatoma, they should refer you to an ear, nose and throat (ENT) specialist for further tests. This may include a CT scan to see whether the cholesteatoma has spread and which parts of your ear are affected.",cholesteatoma,https://www.nhs.uk/conditions/cholesteatoma/
What is the treatment for cholesteatoma?,"To remove a cholesteatoma, you usually need to have surgery under general anaesthetic. After the cholesteatoma has been taken out, your ear may be packed with a dressing, which will need to be removed a few weeks later, and you will be told how to look after it. The surgeon may also be able to improve your hearing by inserting a tiny artificial hearing bone. However, in some cases, it may not be possible to reconstruct the hearing or a further operation may be needed.",cholesteatoma,https://www.nhs.uk/conditions/cholesteatoma/
What are the risks of cholesteatoma surgery?,"As with any type of surgery, there's a small risk associated with having anaesthetic, and a very small chance of facial nerve damage resulting in weakness of the side of the face. However, the benefits of removing a cholesteatoma usually far outweigh the risks. Discuss the risks with your surgeon before having the operation.",cholesteatoma,https://www.nhs.uk/conditions/cholesteatoma/
